,actual_productivity_score
2664,5.775010732665694
2665,4.625204413561506
2666,3.5868483886589018
2667,6.900559953039486
2669,7.618807841536192
2671,6.679888365638966
2672,4.162048344595699
2673,8.246182183879593
2674,2.132424519762959
2675,5.374426198397383
2677,3.239756603708831
2678,5.882747373018447
2679,6.819256469232901
2680,5.873973385301523
2681,3.432199704288463
2682,7.74824228873302
2683,7.044130003350038
2684,6.306026854240423
2685,5.77054472556815
2687,5.46921458441684
2688,4.480545289905102
2692,2.447790051687977
2693,5.055545169923186
2694,4.730549785897568
2696,7.314531068962148
2697,7.586776561525233
2698,5.872665785420807
2700,4.419082019976808
2703,6.197032131970051
2705,5.375318055483171
2706,4.979427408379143
2708,6.715675684511489
2709,6.0551362223352765
2710,5.02018723228388
2712,7.710314408617943
2714,5.714663948591905
2716,8.034152766022348
2717,7.365169075076696
2718,7.597127972136667
2719,2.9259873411798734
2720,7.066706644970619
2721,3.532685218229449
2723,4.206074438595214
2724,7.124765618978878
2726,1.567339025116882
2727,6.230756073409887
2728,6.65076381625505
2732,1.6887120672843414
2735,3.5060976930741594
2736,7.670331235189697
2737,6.506074700392302
2740,5.307515995766728
2741,5.24769448009812
2742,3.777027646817856
2743,2.572175470576643
2745,4.790325166855798
2746,2.57882982739026
2747,2.2486043453772564
2748,7.643292081579972
2749,4.049080417530147
2750,7.262985317013389
2751,7.062697129985007
2752,2.7082197811967705
2754,3.6079626572694776
2755,3.753359810978506
2756,2.3964278475491274
2757,5.514011349722169
2759,5.738416099435327
2761,4.569990216147383
2762,6.61774952726416
2765,6.123924634612809
2767,4.150344718446635
2768,5.48146733396572
2769,4.948494539129383
2770,5.359719717068905
2772,6.4177078731817705
2773,8.052288601728605
2774,6.183286656245678
2775,7.108457831534893
2776,3.155864801558245
2778,7.240577817094154
2779,8.517000846320109
2780,7.250368647363249
2782,2.602387216789253
2783,4.088578432457661
2785,2.38075043072433
2787,3.434166336725551
2789,2.4800159733069784
2792,7.290330321800095
2793,5.666693992896083
2794,4.780213041679149
2796,2.023542860277836
2797,7.672023379271311
2799,6.733456487894756
2800,4.220796255489564
2801,2.7192369630108657
2802,6.832565190262788
2803,2.665456017327138
2804,7.121936275100624
2806,2.758502483004493
2810,5.37505709368971
2811,4.254033025000854
2812,5.361826522014527
2813,6.943494387962777
2814,8.242038592637316
2815,2.4298185054769443
2816,3.627796407173697
2817,1.6655200720312129
2818,7.17803905211944
2819,2.1033924579112835
2820,7.348937390835468
2822,1.527406770750568
2824,4.139117418047785
2825,5.546263509443325
2827,5.663004884140651
2828,7.0125463297309
2829,3.241094494184776
2830,5.853215473749583
2831,6.666938215502659
2832,3.1458057989287216
2833,3.890374796082183
2834,6.202458579363951
2836,5.183036610961431
2837,5.2462259374733735
2838,6.1917457921452375
2839,2.194946610725818
2841,6.449459890314649
2842,4.098884370580928
2843,5.22830777610425
2844,8.622039084117375
2845,1.757655736974076
2847,6.2066771448553855
2848,3.590449294103546
2849,4.997527617497868
2851,3.435117916784343
2853,2.06504072116699
2854,4.140846311425382
2855,4.497039324223978
2856,1.7760798043763766
2857,7.606975840661731
2858,4.193537203531066
2860,7.0294081196673455
2861,2.6785685700542423
2862,6.668278310822868
2863,6.934294000993017
2864,2.9166241726990827
2865,3.117567110360601
2866,6.499366273358829
2867,3.124420845868537
2869,2.6723358404199145
2871,4.364574900883626
2872,7.979869186129589
2873,6.807870064871078
2874,6.761253233240739
2875,3.294521705604663
2877,4.647354366308689
2878,7.299765133340147
2880,5.529782145522764
2881,4.179219232529974
2882,2.737179137469428
2883,6.1740709096461135
2885,8.078819679269191
2886,3.9208534153362034
2887,1.5777521233210463
2888,5.230122483823828
2889,6.430246579761529
2890,2.7607833726603515
2893,3.549986274562428
2894,7.112934364128685
2895,5.942167803671257
2896,2.297193050703991
2897,3.344613307362328
2898,3.702296872082592
2899,3.636056858466481
2900,4.1009781744562375
2901,8.022656365727306
2903,2.3814789080673338
2904,7.131218174068989
2905,5.777967706117463
2907,5.867846330430002
2908,7.490558883924415
2913,7.708783882655438
2914,2.7434646092954504
2916,2.778942807470908
2917,3.926023167431524
2920,6.295259937995343
2921,4.102115067531376
2922,5.8128731272347975
2925,2.0817226540598845
2926,2.971626928524077
2928,2.41530657105457
2929,4.000019310130994
2930,2.1711095457055603
2931,6.273657746575979
2932,5.009542070818932
2934,6.433570903419035
2937,7.568799550857678
2939,3.700895797604784
2941,6.8200534674295
2942,8.116128420882141
2943,2.33675408628931
2945,8.122304652167738
2947,5.602475529397342
2948,6.890289448127493
2949,4.530215869577168
2952,4.201486858669755
2953,4.425079356226432
2955,6.564701397743963
2957,4.046983424104852
2958,3.3901836775687264
2959,4.649971154703959
2961,2.258985295686472
2962,7.45852890907352
2965,3.5644191905895224
2967,6.988629298505313
2968,4.519931221134945
2969,4.1371861718867455
2970,6.361811823696096
2971,7.405237080684154
2973,6.243666800472783
2975,4.821582440524691
2977,4.997034838372708
2981,4.505701730259431
2982,3.4558999520319382
2983,4.139677201022702
2984,6.331300725415618
2986,7.411272601977307
2987,5.624032016384967
2988,5.543137828705283
2989,2.4701286644106677
2990,5.667750704426938
2991,2.2460293010814194
2992,2.182425503572313
2993,5.69611531397911
2994,7.328571624529527
2996,2.6976881113496547
2998,4.049241169826065
2999,7.629485261102421
3001,6.737432867254476
3002,2.9682994720306675
3005,7.102657336724987
3007,1.3660664472622643
3008,4.204609082921081
3009,4.215535193603353
3010,3.608735132385192
3011,5.239363130975598
3013,3.850608218733965
3014,6.3507153677442
3016,4.48260002841948
3017,6.977851058161267
3018,7.661892444557936
3019,6.586495700876359
3020,2.7806071723033843
3022,6.1761264292147215
3023,5.185720208716206
3024,8.152705172280536
3025,5.31619633698461
3026,6.915366081722239
3027,3.126926641341122
3031,6.983068300535945
3033,3.1965384244732253
3034,5.63621365931751
3035,3.6873915882247448
3037,6.856502659236599
3038,6.103845623781986
3039,1.9200799546517504
3040,5.003700929961128
3041,1.2394626820992365
3042,4.138611064070226
3043,3.131528965120204
3044,6.37214812863565
3045,5.770447703187999
3046,5.242874714258532
3048,6.768945701589729
3049,7.2359076909445506
3050,5.441146667558527
3052,4.303978678118649
3053,3.275986686717812
3054,5.429015089820925
3055,6.289495099797811
3057,7.296112306770655
3058,4.860221884028198
3059,4.2327187271460485
3062,8.097313518779377
3063,3.172929257543956
3064,3.2991087045473217
3065,4.600737559673743
3068,4.652400097326689
3069,6.853609336380546
3071,4.874903030652456
3072,5.526120240386493
3073,2.2464151653986915
3074,7.316084559501675
3076,6.448932811303267
3079,5.608615424363276
3080,5.773199895047123
3081,1.730847409207578
3082,6.820960852814477
3086,4.568035450082353
3088,5.208564438524832
3089,2.4330167152753424
3091,1.867884850181988
3092,5.839790829556862
3095,2.257476279421223
3096,3.570359982572135
3097,4.206829952158045
3098,1.8756164958453527
3100,8.303010384213662
3101,4.759622549441884
3102,3.94509408346034
3103,4.323081439896193
3104,7.027966514421199
3107,2.349659105024144
3108,8.39286770281434
3109,2.6741911727372227
3110,6.7843424231100125
3111,5.854138421651925
3112,3.704684331570593
3113,2.0155552748200414
3115,5.476359107598753
3116,8.148674176263839
3117,5.530173595681151
3118,2.6050654589668825
3121,5.683690186906535
3122,7.223879984325023
3124,2.567979514909728
3125,6.587307713926661
3129,6.086232678715498
3131,2.709824544426698
3133,4.379716385263395
3134,1.7601018991669186
3135,2.7298204483545527
3136,7.107117498939346
3137,3.4396323313242925
3138,5.697940155272178
3140,5.135103342847563
3142,6.395907142152369
3143,6.727672251473944
3144,3.7529471657330618
3145,4.149147991733213
3146,2.227646970212211
3147,3.578438728759937
3148,7.687185578519163
3149,4.711398930367523
3150,6.449764990842319
3151,5.962491119031727
3153,7.2956310184578195
3154,5.495516081638484
3156,6.83960494115627
3157,3.049919748158848
3158,6.96227168839838
3159,4.384480039509912
3161,3.8062422682594086
3162,3.401138287147755
3163,1.9178395090081108
3164,1.8475972669468472
3165,3.820465936643063
3167,3.257409735132581
3169,5.667611917695417
3170,5.434969211278832
3173,2.5665980104587343
3175,1.6692003422444777
3176,3.443124194683312
3177,2.850420536631043
3178,4.2725001677119225
3179,5.443689753089963
3180,8.003122037575258
3181,4.121765333471185
3182,6.687125319400367
3184,6.480050344337445
3186,4.863745399441504
3187,3.406490118247673
3188,7.588341384453839
3189,2.90726043676351
3190,4.90083112827281
3191,6.657632938500126
3192,2.75114446592222
3193,4.511040813686978
3194,2.734175632780236
3195,5.597616033089109
3196,6.307900210071923
3197,1.5547652868996955
3200,4.597162677566884
3201,3.194695798181309
3202,4.622287669576101
3203,6.357131475675553
3204,7.183548596658756
3208,7.748402918926317
3210,2.932337775790685
3211,2.78906313829279
3212,7.280282751970827
3213,7.313012540795548
3214,2.429506879188846
3215,3.92319626304034
3216,5.112498157732689
3217,6.606903623684702
3218,6.205834777166976
3219,2.10396132575032
3220,7.682119709931563
3221,2.170828097974506
3222,4.752517218940348
3224,4.450342153255791
3226,6.802366573059856
3228,5.204040694445977
3229,5.16977398215905
3230,5.42240926214353
3231,4.4430045337546495
3232,5.925579819451931
3233,7.547839298609477
3234,4.359333612445472
3236,2.7047496687783883
3237,7.320757544887663
3238,6.910070529945382
3239,3.332720964181382
3241,7.876557148368738
3242,2.717509513088233
3243,6.085277628531909
3244,1.8708805487659068
3245,6.241757829818353
3246,5.082486279912934
3247,6.863327737303158
3248,7.417084906939311
3251,7.0091563782742
3252,1.8373427357572745
3253,2.445174333432352
3255,7.074551918787138
3257,7.457922566849314
3258,4.676614054517973
3260,8.32189076720882
3261,7.9832619698641665
3262,5.654537470504976
3264,6.330409653181598
3265,8.367687988268544
3266,5.832439747509953
3267,5.635394686348107
3268,2.6385518084582924
3269,6.137805119109624
3270,2.8143236108220457
3271,7.393882459841922
3272,3.086070508715746
3274,2.4005142871209766
3276,2.776056765556965
3277,3.3238109315766056
3279,4.940308118106516
3281,6.386881061507641
3283,1.9321443414853288
3284,7.715060810918062
3285,3.405778510081101
3288,4.786228982219185
3292,4.577914763762511
3293,5.46074643531554
3294,3.2656529441275244
3295,3.2729891526016197
3297,6.65927578524646
3298,6.599159517433088
3300,5.316426117713031
3302,6.894419836569664
3305,5.028979341186754
3306,5.945687710857861
3308,4.4661897277956655
3309,3.5787191221344528
3310,4.699248231499276
3312,6.039005861982415
3313,6.866193931304144
3314,4.996349119006909
3315,7.6210302381227955
3316,7.953935732473693
3317,5.427939704434055
3318,2.92126041378067
3319,2.3954438951618493
3320,4.616684646724629
3321,3.4690129702862063
3322,2.9260348300139647
3323,5.247602381853059
3325,2.895135854568516
3326,7.890170371600114
3327,3.441698474408021
3329,5.856306104905372
3330,4.930559164447115
3331,5.874761110103064
3333,5.124824716074944
3334,4.905642651267787
3335,5.440640639895554
3337,6.021592058381628
3338,2.942736681288036
3339,7.376702317501432
3340,6.6131972576907
3342,5.732220275559575
3343,5.921231553196598
3344,5.918732463572122
3346,5.595598692998016
3349,4.098224968008994
3351,6.54102611286403
3352,3.987642288808585
3353,5.7997405986307005
3354,6.766371788000145
3355,2.8728105501547407
3356,6.5660029522852135
3358,2.309059933554227
3360,3.870599321950581
3361,5.819768869075204
3362,1.8025781488361243
3363,3.5257606290970163
3364,2.75810179958958
3365,3.5677580459732114
3366,4.952249938514965
3367,6.229888121355952
3368,3.605419440881471
3369,5.54648874469373
3371,3.806514972477959
3372,7.1589851349530615
3374,4.474013985539352
3375,4.487742611881286
3376,4.678135091733955
3377,6.432651204536147
3378,6.596119625304383
3379,5.597018402297005
3381,3.4562577134420702
3382,2.568052513060969
3384,4.6299784537083495
3386,4.472257796994721
3387,3.915409156647821
3388,4.245005457543852
3389,5.645294690535739
3390,7.282452517517533
3391,4.11421159169038
3394,6.614845238630368
3395,8.038015958238136
3396,2.4731473154914734
3399,1.1939425347701236
3401,4.416548950208355
3402,2.9130984083356477
3403,7.87717453873297
3404,6.052435126153871
3408,1.5433458378678262
3409,3.320629985947657
3410,3.331485569748017
3412,2.2606734314722154
3413,1.9766332046211523
3415,4.1658933539066005
3416,1.4224927962444902
3417,7.556345346526901
3418,8.054698144035633
3420,3.987770927454903
3421,8.335301376622189
3423,6.999509854173801
3424,6.30038651481683
3427,3.3759142398676496
3428,3.6794416932616767
3429,5.076512528208415
3430,6.100138455163413
3431,6.646282504068776
3432,4.3828521712432025
3433,7.893893948970352
3434,5.781974446950542
3437,3.1447716208597774
3438,3.8957048402665313
3440,3.15403238355502
3441,4.963400472775068
3442,2.214321253893274
3443,4.229409928296786
3445,7.4728189039344945
3446,4.998511941700368
3447,4.625894971334628
3448,5.552340311383025
3449,3.1760416546777024
3450,4.249532000099928
3451,2.291883281961108
3453,7.184587308708221
3455,3.0842572175979357
3458,4.104776433061812
3459,4.468427539473313
3460,6.897999917764959
3461,4.01793546384739
3462,5.58495278444547
3463,1.7704131538272965
3464,5.913861635779076
3465,4.349722413759045
3466,3.846166296881213
3469,5.261669223420369
3470,2.3688690212118413
3471,6.241563327818787
3472,3.2019844615056585
3473,2.658519474761229
3475,2.3028859322663204
3476,4.144002045469887
3477,2.8289319178917367
3478,3.035780824460558
3479,6.0958301931483065
3481,6.024743734699059
3484,3.634507595057956
3485,5.315782617876357
3487,2.5003114699185454
3488,6.654302018787451
3492,5.4153124789282
3493,1.694064271295999
3494,7.609232150720323
3495,7.625829767781743
3497,5.2578902244261725
3498,6.890960703880062
3499,2.3997615322582866
3500,2.827259829693653
3501,5.582941339749577
3502,3.691402931220236
3503,2.6692805160229747
3505,7.574811847426234
3506,8.078644412961584
3507,5.471378934298917
3508,7.149023122931571
3510,7.44061876532871
3512,7.798423823161197
3513,3.60543848306498
3514,6.392545535248603
3515,1.649268016223523
3517,4.576928741706774
3518,5.269719971267636
3519,3.314843124177187
3522,6.058035973369745
3524,4.928194304851728
3525,2.3847644563584414
3526,7.88896366393196
3527,5.420842711710065
3528,5.3719875146178095
3531,4.527279170536423
3533,6.342027607719523
3534,6.965934977927399
3536,4.676595396739375
3538,7.553302024876707
3539,7.07564468152702
3542,6.631067586193194
3544,3.295278080587812
3545,3.228920725735092
3546,6.201762718098538
3547,4.028454241862327
3548,8.266622911674688
3549,5.92604587274039
3550,4.157943674438648
3552,2.9516247746270743
3553,4.814052632748662
3554,5.966437092818843
3557,7.392268434407205
3558,2.240771287667548
3559,3.183590582473525
3560,2.574511335801548
3561,6.245237841507628
3562,4.100445857360644
3563,6.13322625653158
3564,2.1312224382824034
3565,4.83283835947949
3569,3.247301889067252
3572,8.666703768268416
3573,8.504309886844888
3574,7.28065806492097
3576,5.176669233204026
3577,1.8975052471916407
3578,7.459678750038482
3579,3.3461654740009914
3580,5.163523607409661
3582,3.497488138646068
3584,5.239006282413684
3585,2.683969720955714
3586,2.4395874777734745
3587,6.259903531751978
3588,4.854007565559457
3592,6.72995010645742
3594,6.15432383926137
3595,6.772581780341104
3596,7.743687693311246
3597,3.0933185402569072
3598,4.954697107385678
3599,2.1431303652535343
3600,7.165684240462825
3601,2.914331804738842
3602,4.6561372361228095
3603,5.170596137367473
3606,5.473078699899225
3607,5.575812262394138
3608,5.355016538311043
3609,8.19779657535871
3610,5.105737467608138
3612,7.337842133176328
3613,2.094573823696388
3614,4.2804029168341104
3615,5.459266432444022
3616,2.708797764001728
3617,6.352468758988819
3618,2.070438324111747
3619,4.588292591592552
3620,5.612803556513685
3621,3.7130486384443095
3622,2.238347476390531
3623,7.444882802281139
3624,6.251851313284435
3626,3.8575573009488
3627,5.71622540957094
3631,6.576914752286951
3632,3.298739714795378
3633,1.8177205799139795
3634,8.543974041640947
3635,7.122821647615447
3636,8.347369119804156
3637,3.9797401462809887
3638,4.008983291948716
3639,6.69816846877397
3642,7.027199038894621
3643,6.706124973638681
3644,7.15147829148328
3646,4.550773359654233
3647,7.921759709416704
3648,6.233426156216998
3649,4.143925988124399
3650,6.140485536209015
3651,3.61176835589516
3652,4.590192901067645
3653,5.495685152916885
3654,3.247987281166193
3655,5.983304865906777
3656,6.527415327712371
3658,7.194573820411218
3659,5.298170737012314
3660,4.863225198657572
3663,5.385950814057789
3664,4.1315165077601685
3667,3.227060762696802
3668,1.899358164042385
3669,6.098397544140926
3670,2.214901873077264
3671,1.906538616271908
3674,4.825829870531966
3679,7.92214235112641
3680,3.1509152293000207
3683,6.7881600327570375
3684,2.877461483229893
3685,8.494602988831485
3686,2.951336639821154
3688,6.542053371405147
3689,4.098673037332373
3690,6.610813681867621
3692,2.8452063451626444
3693,3.279945388373487
3694,3.838808669474412
3695,2.703512810767124
3696,3.048070659138756
3698,6.601771795449477
3701,3.007801547836648
3702,2.670533923157513
3704,7.671468626954541
3705,5.571630406513424
3706,1.506232207711454
3710,4.570270485253972
3711,5.499268115035936
3712,4.170103114403848
3713,6.873325330934026
3714,7.46809932075576
3715,6.337827453710126
3717,2.4619119430130936
3718,3.9426148100257006
3719,4.1358124380508325
3721,7.784867920249772
3722,5.827226997049108
3723,5.163777378685901
3724,4.001614788755037
3726,7.302753543675383
3727,3.54726603832118
3728,2.318311303744674
3729,5.535018877783062
3730,8.092457426736292
3731,2.6611220403891225
3732,8.367298123530082
3733,6.837619314140257
3734,6.131217318066177
3736,2.4438354125688737
3737,3.2689883817928904
3738,3.80117233881368
3740,7.375407586582131
3741,3.572618848440997
3742,7.131025844402726
3743,1.8477163235899787
3744,4.08733732076137
3746,3.238997129509827
3748,2.8585458334015
3749,2.5843589590346667
3750,8.33520214278641
3751,6.828809929665642
3752,5.741765625558958
3753,1.8035911727582732
3755,3.21773713800651
3757,2.4142879697567854
3760,3.7367140025935712
3761,4.378238456597963
3762,4.461567972831867
3763,5.351779205707387
3764,7.533620235602354
3765,2.965376053741609
3766,4.974278120387597
3768,7.606382413363177
3771,6.317314055997102
3772,3.2532755944584437
3774,4.226687601333172
3776,2.833582033650742
3777,2.586248039764548
3778,6.85020175555507
3780,2.83509140140305
3781,4.080721891920427
3782,5.806381396682167
3783,3.357623378527781
3784,6.702266419181576
3786,7.49883848251685
3787,3.570101045595987
3788,4.66042749525954
3791,5.326532100211057
3793,2.17086021939829
3794,5.249746748486954
3798,6.235979703695419
3799,8.079830670665938
3800,5.754469407433944
3801,1.7336900874063073
3803,4.563261394330908
3804,2.877719134782297
3805,2.930708255180304
3806,6.712372095480154
3807,8.140358513151073
3808,4.9761531247721775
3809,6.533110116979168
3810,4.943589560720819
3811,2.691120836963906
3812,4.847497788051048
3813,4.953410904885246
3815,4.520575380185231
3816,4.542348722059348
3818,5.600158763985518
3819,5.631696080463343
3820,6.993515866824751
3821,6.647751735048665
3824,6.0439537141885085
3825,3.494893359402546
3826,3.682458138352868
3828,5.548034802325332
3829,5.45120469529601
3830,4.426030340202275
3832,5.997056799781898
3833,3.3592462117805555
3834,7.622507800453135
3835,3.338963166022761
3837,4.525172648888684
3841,4.633440540816013
3842,7.796793787898536
3843,4.231329473764737
3844,2.1092922265483574
3845,6.757641996311972
3846,5.114256657620652
3847,3.1577228991182675
3848,4.601038297278524
3849,6.140771351552146
3850,2.7821590124728632
3852,1.3146256903758655
3853,5.357851675651362
3854,2.9404845409125877
3855,3.9046358251222735
3856,4.006805394523845
3857,2.7424536192099147
3858,6.820394591247465
3859,5.512441799435652
3860,3.3151534331961456
3861,2.179429085031796
3862,2.326243704845853
3863,3.3231953741799605
3864,6.992905508726373
3865,4.031485640014218
3866,3.965756681385109
3867,4.587213007359319
3868,3.7391681377951
3869,8.62444910008616
3870,3.1112036611083767
3875,4.270111529264937
3876,7.934818714340778
3877,6.727106760279722
3879,4.829650153651135
3880,7.558029488655319
3881,6.330709384246431
3883,7.9787826078572
3884,6.173269291788105
3886,4.103441174222584
3889,3.111850317476853
3890,3.235674397526591
3891,4.430067404608778
3892,7.235075201568986
3894,4.686296208399293
3896,9.0806098977116
3897,1.712255812600421
3898,9.211605846258262
3899,4.486522632008455
3900,6.457047870164951
3901,3.0185146010992794
3904,2.8842487786609694
3905,4.727226552931772
3906,4.850108588111008
3907,7.567849788922166
3908,3.4519975483390763
3909,6.686553648021524
3912,3.408657367579849
3913,5.039020088716146
3915,5.281640553107082
3916,3.338978208582458
3917,7.685037030527148
3918,4.291308300669512
3920,7.618167152329721
3921,3.305764263043629
3922,4.628673355223956
3924,8.375789111966965
3925,6.484173363683725
3926,5.593628936015282
3927,6.541104510899139
3928,6.357371919186745
3929,3.2338469796291207
3930,4.060304490201725
3932,2.9122185540753542
3933,1.4349441967886574
3934,4.754826864511387
3937,6.096526134676382
3938,5.363011587707941
3939,6.268520553522039
3941,6.053413943409463
3942,4.59952404598187
3943,4.843144038541309
3944,4.849013289512159
3945,7.701295200990687
3946,1.8417490273632036
3948,2.22259424459603
3949,6.0272965075559055
3950,6.722567357156066
3952,3.7497135551285794
3953,4.583993660153946
3954,7.007029405590229
3955,3.87218697535077
3956,5.953516535607637
3957,5.17302108276349
3958,8.566828779935484
3960,5.910655123960947
3963,6.356528702472983
3964,5.124340737333837
3965,7.123583550043703
3966,4.134538649670364
3967,5.175731192103096
3969,7.352910303658117
3970,5.4623622969144
3971,4.321805263596665
3972,3.767945994148757
3975,2.5851872248222563
3976,8.422403023729553
3977,5.989544901060113
3978,2.2514722923066985
3979,6.126131970750829
3980,5.585770529271609
3981,7.644331105915527
3982,2.727801928006559
3983,7.506016302614318
3984,4.0490031200611485
3985,4.939979622893606
3986,6.520048151648202
3988,2.219745881436809
3989,5.437715499555313
3990,2.069820905735541
3992,2.29836552423396
3993,5.787052528706789
3994,6.393960236679037
3996,4.933324114125187
3997,8.765311069797223
4000,2.442581273817052
4001,6.384364468191338
4002,6.315964595323721
4003,6.912196052954702
4006,6.253120357040018
4010,6.541400947111926
4011,3.663757710486761
4015,3.658499146721146
4016,7.846315006562904
4017,7.325806760137405
4018,6.656162790895711
4019,6.25366296303595
4020,5.449431607005438
4021,3.0624676753337834
4022,6.191632927299773
4023,5.604631110248424
4024,6.922805263382859
4025,2.846212120421943
4026,8.124028391684698
4027,5.717416203038498
4030,7.049362670753231
4031,2.4852720489750317
4032,6.630418189858085
4033,7.09994220397207
4034,3.013868900903248
4035,6.482830407863418
4037,1.7968716208977695
4040,5.771067978053232
4042,5.004922030911852
4044,2.704732309774576
4045,2.469020046611345
4046,5.819203519602558
4047,6.270836980570191
4048,9.24251631897479
4050,4.547389279372423
4051,7.72536792521497
4052,3.0906819073952123
4053,7.509803656699279
4054,3.4597792351111973
4056,7.313872736235897
4059,2.161040454129096
4060,7.9583157403019715
4061,4.074808022215819
4063,5.689964543069736
4064,4.559495513255281
4065,7.341142957717814
4066,2.4983526877710025
4067,3.107589142157204
4068,5.043325211641935
4070,2.8264019761952635
4071,2.000437308154591
4072,2.656937759446611
4073,6.016430783619805
4074,2.0804193391514696
4075,6.883781132822125
4076,5.371616417513122
4077,6.607266839990776
4078,5.737621980756
4079,4.948603872037068
4080,6.138646346730889
4081,2.677626939201102
4083,2.712736057945186
4085,5.115693446966012
4087,4.513425161171085
4088,4.332222602202448
4089,4.814000807452832
4091,5.270300823143167
4092,3.36981496969286
4093,1.3061632292012382
4094,2.573185466344559
4096,5.8095326480985845
4097,4.283151868213033
4099,4.6740833786595175
4101,2.6867488262300974
4102,2.0074332606707235
4103,7.218120999522772
4106,5.875851230168445
4107,5.334998345997478
4108,7.469521676804251
4109,4.642539266468026
4110,2.584604541482365
4111,2.155030473925135
4113,5.022763716505458
4114,5.8589363229519
4115,4.544451112696204
4116,5.579486341143215
4117,6.726155220396828
4119,4.5138212629049805
4121,4.655636204837779
4122,2.854351391057475
4123,4.7543457084289376
4124,8.3849729221882
4125,5.175962220145311
4126,4.60812872928831
4128,7.7882248061347745
4129,7.252016098927946
4131,4.253855797590998
4132,4.51738432120071
4133,3.27746710569383
4134,4.366904422656873
4135,5.238301766237356
4136,7.832260575572088
4138,3.093340160715766
4139,7.08027736663468
4140,5.1935129208245145
4141,1.91129631342362
4143,7.562796320592501
4145,7.855606161170213
4146,5.463750594279079
4148,7.688665917154589
4150,2.823202547715777
4151,4.814797327245875
4154,2.194702212668702
4157,4.589099216332174
4158,5.4187668540783545
4159,6.65869539033761
4160,4.3017959952391935
4161,3.9418341553022582
4162,3.1290487135652896
4163,6.495954955682606
4164,3.2741600610315627
4165,3.8171552592904106
4166,3.252698557281489
4167,5.78497989629034
4168,1.7840661997987115
4170,2.71775038319193
4172,1.480399150993037
4173,7.06639172840229
4174,5.5982324338234015
4176,5.0841664202740136
4177,7.412094167396732
4178,5.728096768339313
4180,7.021145260994299
4182,7.363860474007147
4183,5.744920981718156
4184,4.712833016027039
4185,7.105299777128087
4186,1.568368000054276
4187,4.9458620037071785
4189,5.080111515584127
4192,5.742558295714709
4193,1.711474785004253
4194,1.9625657559790008
4195,7.826920926693665
4196,1.8762678302845743
4197,6.255419456153351
4198,4.055720410917651
4200,5.159171892739431
4202,4.328269656789136
4203,6.245100388368643
4204,6.288938669457345
4205,7.917422851136115
4206,4.92683180096174
4207,2.670371437573265
4208,7.956059849809342
4209,3.920463254500973
4210,4.8322577501259305
4211,7.745470839758566
4213,6.123979000673677
4214,4.267329574583065
4216,6.823714905671363
4217,5.09809811581025
4219,4.413954689031288
4220,3.7512249411671466
4221,5.771843989984603
4222,6.014684850509982
4223,4.813173268184925
4224,5.043868234904501
4225,5.480773199024513
4226,7.54152377350845
4227,4.9354857425383685
4228,5.999624811053319
4229,4.983994554750617
4230,5.770696437167314
4231,6.418408148234311
4232,3.039554522518655
4234,3.816845793783677
4235,6.482679015177535
4238,7.251294059587629
4243,4.346913253277331
4244,4.223300403031061
4246,3.9190925298725983
4247,7.060649604581001
4248,4.359265000898524
4254,4.9550862809802
4255,4.859906621481311
4256,6.036820930252674
4257,5.802190706480734
4258,3.763159411448004
4259,3.545638448591816
4263,3.500917405958535
4264,7.605572975186484
4265,3.475409621460813
4267,3.3395174972320407
4268,3.197463109785988
4269,4.128987284193899
4271,7.346018035134262
4272,7.991875106012976
4274,2.6973028587612644
4275,2.5206582914257827
4276,3.200208572961255
4278,3.4509951376206702
4279,2.1798888633786304
4280,7.007371343760579
4281,4.632017434928581
4282,6.058234197621839
4283,2.7133879971001718
4285,6.707780467529381
4286,5.951628935321847
4287,3.8174175577957854
4288,7.257809158886848
4290,7.651525069305141
4291,1.917535318754915
4292,2.8826553584041537
4294,6.0288753983045815
4295,5.71642537313724
4296,7.981973090438824
4298,2.8093494070975664
4299,4.525850181830866
4302,2.653829231590232
4303,6.5125557235351845
4304,7.943115142439877
4307,2.0091467717966687
4308,3.966410846548479
4309,4.571671707892958
4310,4.9149583532617935
4311,1.8351970387984124
4312,3.2770001749274007
4314,2.5892696066214347
4315,6.1145235214540365
4316,3.284579130762198
4317,3.283041206119283
4318,4.957456994802637
4319,3.483168563437158
4321,7.63959645681383
4323,4.841900114053914
4324,5.4097909363368455
4325,6.48117443597952
4326,5.127166265977567
4327,6.867683848643898
4328,3.3015769125898293
4330,2.7822597893972496
4332,1.5235100631754244
4333,6.480311544598105
4335,5.58814791333313
4336,2.8998121758087643
4337,1.7727004580200203
4339,6.961362476761956
4340,4.744617077575636
4341,6.238094894662293
4342,6.037937811380569
4343,4.437531942093578
4344,5.378678916733923
4347,7.660256223402696
4348,3.564817440559056
4349,6.837914348827024
4350,5.352566728206461
4351,7.089680560751898
4352,7.364204010800641
4353,7.409696171802383
4354,7.599397166988891
4355,2.839034621100732
4357,4.927673359122207
4358,6.431594482811934
4359,5.18264947355737
4360,5.774996772370189
4361,4.842678138128495
4362,2.0699433329459507
4363,2.644022472756288
4365,2.752355184300745
4367,7.89501266256184
4370,5.680371225667635
4371,7.453362392506547
4372,5.054836787753642
4373,5.944508972003625
4374,7.828845416945882
4377,7.272728084487218
4378,4.726465149328724
4382,5.700601588744164
4383,6.720634931298683
4384,5.17349483177029
4385,4.492152494939768
